Date,Open,High,Low,Close,Adj Close,Volume,ADTV_2,ADTV_2_std,ADTV_5,ADTV_5_std,ADTV_10,ADTV_10_std,ADTV_20,ADTV_20_std,ADTV_50,ADTV_50_std,MFM,CMF
2015-05-14,48.964001,48.978001,48.25,48.82,48.82,14479500.0,20840250,8995458,28823600,12124619,26087000,9024094,22385750,12381635,25831990,11570895,0.5659319149286912,0.06533682016015943
2015-05-15,48.785999,49.880001,48.5,49.768002,49.768002,22638000.0,18558750,5768930,23895300,6407540,26382750,8837333,22578100,12352699,25637460,11540550,0.8376827263168689,0.08657016270137619
2015-05-18,49.400002,49.98,49.200001,49.75,49.75,16766000.0,19702000,4152131,22580300,7178089,26103400,9116718,22659900,12306110,25584570,11575677,0.410255654173921,0.1269245517718324
2015-05-19,49.686001,50.200001,49.23,49.428001,49.428001,18371000.0,17568500,1134906,19891100,5058222,25723200,9374477,23090350,11977390,25159780,11439374,-0.591750936339232,0.10356195698867494
2015-05-20,49.425999,49.548,48.273998,48.869999,48.869999,18778000.0,18574500,287792,18206500,2998225,24702550,9534206,23614475,11516383,25092110,11467446,-0.06436410617879763,0.10270459656596324
2015-05-21,48.605999,49.324001,48.472,49.124001,49.124001,9853000.0,14315500,6310928,17281200,4678861,23052400,10586469,23489650,11657573,24866970,11656173,0.5305169829612817,0.12552105337341876
2015-05-22,49.076,49.720001,49.001999,49.546001,49.546001,11115500.0,10484250,892722,14976700,4193265,19436000,6939530,23405600,11744463,24601580,11817318,0.5153216843406976,0.11344185156500076
2015-05-26,49.535999,50.400002,49.299999,49.492001,49.492001,17493500.0,14304500,4509927,15122200,4282544,18851250,6819243,23422150,11735433,24280210,11787119,-0.6509064066188873,0.09653818265631206
2015-05-27,49.702,49.900002,49.110001,49.486,49.486,17041000.0,17267250,319965,14856200,4066142,17373650,5075563,23171400,11819436,23947360,11751090,-0.04810500239873514,0.07423399268862
2015-05-28,49.405998,50.360001,49.009998,50.290001,50.290001,18236500.0,17638750,845346,14747900,3940854,16477200,3770993,23476275,11596421,23754120,11764225,0.8962965267484582,0.12388037021080672
2015-05-29,50.200001,50.574001,49.886002,50.16,50.16,18946500.0,18591500,502045,16566600,3132538,16923900,3772632,21505450,8210440,23635560,11782561,-0.20349302833289903,0.1316299330937581
2015-06-01,50.282001,50.32,49.493999,49.889999,49.889999,12525500.0,15736000,4540332,16848600,2523368,15912650,3408543,21147700,8446626,23471140,11880651,-0.04116338842204365,0.12559729975169953
2015-06-02,49.784,49.880001,49.259998,49.669998,49.669998,10674000.0,11599750,1309208,15484700,3670089,15303450,3764859,20703425,8762338,23141190,12004229,0.32257424560848447,0.1219245050559832
2015-06-03,49.639999,50.144001,49.402,49.798,49.798,8907500.0,9790750,1249104,13858000,4513450,14357100,4083979,20040150,9139211,22756460,12148018,0.06738400622101527,0.16211431414587318
2015-06-04,49.5,49.860001,49.141998,49.183998,49.183998,12268000.0,10587750,2376232,12664300,3798591,13706100,3810686,19204325,9042040,22512410,12235141,-0.8830088453669362,0.14555308052178034
2015-06-08,50.169998,51.75,50.062,51.257999,51.257999,25085000.0,18676500,9062987,13892000,6422396,15229300,4967937,19140850,8993530,22532020,12238530,0.4170604265402829,0.19115744878833077
2015-06-09,51.080002,51.548,50.827999,51.200001,51.200001,13055500.0,19070250,8506141,13998000,6398533,15423300,4825272,17429650,6170694,21945610,11967751,0.033337453697981426,0.21789683533282783
2015-06-10,50.380001,50.799999,49.700001,50.139999,50.139999,17272500.0,15164000,2981869,15317700,6219531,15401200,4815233,17126225,6011879,21864110,11985769,-0.20000218182214327,0.10729931085669465
2015-06-12,50.042,50.692001,50.042,50.138,50.138,7111500.0,12192000,7184912,14958500,6714465,14408250,5424726,15890950,5334441,21743180,12105308,-0.7046158390525642,0.08221565305107793
2015-06-15,49.939999,50.256001,49.202,50.076,50.076,10931000.0,9021250,2700794,14691100,6873148,13677700,5343195,15077450,4724611,21596810,12192346,0.658442449295594,0.05074112926440066
2015-06-16,50.026001,50.688,49.82,50.624001,50.624001,9923500.0,10427250,712410,11658800,3797475,12775400,5111424,14849650,4862774,21222240,12258681,0.8525368663594414,0.14119905442617098
2015-06-17,50.433998,52.872002,50.403999,52.082001,52.082001,27564500.0,18744000,12474070,14560600,8164275,14279300,6921607,15095975,5375776,21360730,12291040,0.3598054783563855,0.14081655615938668
2015-06-18,52.400002,52.692001,52.004002,52.377998,52.377998,13913500.0,20739000,9652714,13888800,8022302,14603250,6809013,14953350,5366969,20778510,11928022,0.08719925465007772,0.08850517424370702
2015-06-19,52.48,52.759998,52.02,52.501999,52.501999,12315000.0,13114250,1130310,14929500,7220788,14944000,6573494,14650550,5334740,20015860,11188467,0.30270352082031243,0.07965233140623064
2015-06-22,52.43,52.880001,51.138,51.958,51.958,22805500.0,17560250,7417903,17304400,7523326,15997750,6931696,14851925,5569588,19969310,11171571,-0.05855392735136273,0.10872771726370041
2015-06-23,52.063999,53.599998,51.714001,53.534,53.534,19354000.0,21079750,2440579,19190500,6291622,15424650,6305532,15326975,5525786,19976930,11171008,0.9300126140179432,0.16923947450315724
2015-06-24,53.396,53.470001,52.743999,53.034,53.034,12061500.0,15707750,5156576,16089900,4768863,15325250,6354672,15374275,5491783,19717120,11201587,-0.2011013743763897,0.14404641660441067
2015-06-25,53.290001,54.282001,53.049999,53.757999,53.757999,14246000.0,13153750,1544674,16156400,4733111,15022600,6323621,15211900,5473806,18756460,9390158,0.14934878352469821,0.13145401356219602
2015-06-26,53.778,53.821999,53.200001,53.417999,53.417999,19192000.0,16719000,3497350,17531800,4318832,16230650,5774448,15319450,5532454,18509990,9208400,-0.299039546750947,0.14822484372918093
2015-06-29,52.389999,53.189999,52.139999,52.403999,52.403999,17394500.0,18293250,1271024,16449600,3200015,16877000,5468992,15277350,5512254,18477860,9209455,-0.49714285714286377,0.12388700203881388
2015-06-30,52.959999,54.183998,52.799999,53.652,53.652,15434500.0,16414500,1385929,15665700,2760561,17428100,4942799,15101750,5444743,18379780,9215347,0.2312162075261609,0.0851636685280883
2015-07-01,54.222,54.523998,53.57,53.830002,53.830002,10506000.0,12970250,3484975,15354600,3302693,15722250,3886601,15000775,5513330,18214080,9282046,-0.4549212891431629,0.08450743955903314
2015-07-02,56.040001,56.490002,54.661999,56.004002,56.004002,35819500.0,23162750,17899347,19669300,9593371,17912850,7368036,16258050,7110492,18627870,9597556,0.4682722074307336,0.13012612748214225
2015-07-06,55.776001,56.338001,55.259998,55.944,55.944,20609500.0,28214500,10755094,19952800,9596684,18742300,7130901,16843150,6953532,18844820,9515305,0.2690168765764149,0.13246374066943797
2015-07-07,55.0,55.040001,52.153999,53.576,53.576,30525500.0,25567500,7011670,22579000,10477808,19514300,7986252,17756025,7498380,19289420,9531663,-0.014553004467770473,0.12182633117217138
2015-07-08,51.863998,52.16,50.862,50.992001,50.992001,31105500.0,30815500,410121,25713200,10144938,20689450,8784725,18057050,7917238,19664540,9621615,-0.7996902927580885,0.07952747661582114
2015-07-09,51.816002,52.59,51.358002,51.584,51.584,16670500.0,23888000,10207086,26946100,7977944,21150350,8393970,18237800,7837911,19742020,9580691,-0.6331195342849528,0.02567205918126323
2015-07-10,52.444,52.599998,51.563999,51.830002,51.830002,13054500.0,14862500,2556898,22393100,8142184,21031200,8510512,18026900,7921554,19659860,9620794,-0.4864801993052144,0.007710760550005666
2015-07-13,52.450001,52.509998,51.209999,52.431999,52.431999,14801500.0,13928000,1235315,21231500,8844281,20592150,8726449,18411400,7541359,19514770,9638606,0.8800014461549501,0.051668117503122855
2015-07-14,52.419998,53.198002,52.102001,53.130001,53.130001,9538000.0,12169750,3721856,17034000,8293819,19806500,9375826,18341750,7620104,19462750,9686128,0.8759106971617684,0.08671610774530963
2015-07-16,52.844002,53.439999,52.632,53.335999,53.335999,8080000.0,8809000,1030961,12428900,3580572,19071050,10022988,18249575,7737538,18457090,8034368,0.7425739388291349,0.0841816416281128
2015-07-17,54.5,55.108002,53.650002,54.931999,54.931999,25020500.0,16550250,11978742,14098900,6668859,20522500,9690267,18122375,7595963,18563890,8086287,0.7585692729766781,0.10789563672963645
2015-07-20,55.0,57.330002,54.507999,56.452,56.452,24892500.0,24956500,90509,16466500,8143680,19429800,8288346,18671325,7672121,18670550,8134714,0.3777455233038367,0.10731080033790763
2015-07-21,54.009998,54.700001,53.310001,53.354,53.354,30543500.0,27718000,3995860,19614900,10137870,20423200,9009405,19582750,7954804,18837960,8292859,-0.936692086330936,0.029068158116846144
2015-07-22,52.254002,53.888,52.172001,53.574001,53.574001,15525000.0,23034250,10619683,20812300,8931968,18923150,8366327,19218725,7966139,18568770,8174380,0.6340335862666632,0.04385834619173372
2015-07-23,53.93,53.98,53.054001,53.439999,53.439999,11136000.0,13330500,3103491,21423500,7886249,16926200,7470763,18807825,8168178,18264400,8161883,-0.16631011480573557,0.04384602571634625
2015-07-24,53.476002,54.217999,52.784,53.082001,53.082001,14182500.0,12659250,2154200,19255900,8135922,16677400,7521482,18913875,8089367,17602460,7023398,-0.5843776739035392,-0.022918122293071542
2015-07-27,52.486,52.886002,50.158001,50.602001,50.602001,23471000.0,18826750,6567961,18971600,7911457,17719050,7683543,19375125,8072183,17605060,7025590,-0.674486922842035,-0.055634645248805736
2015-07-29,52.854,53.577999,52.400002,52.764,52.764,13950500.0,18710750,6732010,15653000,4653001,17633950,7724053,19113050,8163016,17247730,6736406,-0.38200521733076914,-0.07425009112201322
2015-07-30,52.537998,53.388,52.422001,53.358002,53.358002,10173000.0,12061750,2671095,14582600,5265142,17697450,7652378,18751975,8399328,16907170,6652856,0.9378922752508042,-0.037019159231450306
2015-07-31,53.52,53.872002,53.023998,53.23,53.23,11113000.0,10643000,664680,14578000,5268915,18000750,7279879,18535900,8543511,16839840,6694829,-0.5141485181673736,-0.030023780210298907
2015-08-03,53.257999,53.341999,51.414001,51.998001,51.998001,12767500.0,11940250,1169908,14295000,5333078,16775450,6992584,18648975,8446050,16642430,6665833,-0.3941902429359341,-0.05266245599743541
2015-08-04,52.001999,53.344002,51.667999,53.256001,53.256001,11762500.0,12265000,710642,11953300,1463190,15462450,6515534,17446125,7536016,16542360,6701402,0.8949870614790004,-0.012706176853631016
2015-08-05,52.716,54.200001,52.080002,54.026001,54.026001,31071500.0,21417000,13653524,15377500,8824040,15515250,6652035,17969225,8108509,16796370,7005911,0.8358489791740472,0.011340193074947333
2015-08-06,49.908001,51.0,47.223999,49.226002,49.226002,73119000.0,52095250,29732072,27966700,26580109,21274650,19392814,20098900,14586110,17883190,10608342,0.06038266409357494,0.007352592581049685
2015-08-07,48.716,48.745998,47.678001,48.501999,48.501999,25367000.0,49243000,33765763,30817500,25040391,22697750,19085870,19811975,14413624,18193470,10595551,0.5430717502015405,0.0407173615009452
2015-08-10,47.630001,48.594002,47.209999,48.228001,48.228001,20929500.0,23148250,3137786,32449900,23805100,23372450,18869432,20024925,14396220,18389750,10552571,0.47109796727318615,0.12497326541054656
2015-08-11,47.43,47.860001,46.888,47.473999,47.473999,21324500.0,21127000,279307,34362300,22046830,23157800,18880392,20438425,14303945,18466370,10559836,0.20575801876747407,0.15901711908918337
2015-08-12,47.0,47.953999,46.548,47.633999,47.633999,18640000.0,19982250,1898228,31876000,23182449,23626750,18683503,20630350,14249980,18498350,10557853,0.5448076421106985,0.19555775899714195
2015-08-13,47.972,49.296001,47.824001,48.501999,48.501999,23446000.0,21043000,3398355,21941400,2564288,24954050,18083362,21325750,14017645,18602540,10580896,-0.07880706521739418,0.15757258081008602
2015-08-14,49.448002,49.585999,48.354,48.630001,48.630001,21824000.0,22635000,1146927,21232800,1737151,26025150,17479581,22012950,13666606,18660090,10590626,-0.5519460648912857,0.10775303828188952
2015-08-17,51.112,51.318001,50.102001,50.998001,50.998001,35883500.0,28853750,9941567,24223600,6743466,28336750,17054841,22556100,14004121,19127250,10827032,0.47368421052631576,0.12455796189784718
2015-08-18,51.076,52.189999,50.712002,52.144001,52.144001,20975000.0,28429250,10541901,24153700,6782727,29258000,16291822,22360225,13997118,19333270,10760701,0.9377563012644853,0.12708616088951066
2015-08-19,52.066002,52.130001,51.004002,51.049999,51.049999,18021500.0,19498250,2088439,24030000,6912815,27953000,16649161,21734125,13891469,19515550,10657185,-0.9183001050622606,0.07317909900829923
2015-08-20,50.411999,50.911999,48.380001,48.436001,48.436001,24529000.0,21275250,4601497,24246600,6906906,23094000,5059738,22184325,13825396,19760770,10628039,-0.9557661577931758,0.08538698654013491
2015-08-24,40.557999,46.279999,39.0,43.773998,43.773998,47908000.0,36218500,16531449,29463400,12336321,25348100,9369969,24022925,14696442,20217230,11328406,0.3115380922442437,0.09009962818140244
2015-08-25,46.104,46.18,43.824001,44.006001,44.006001,21636500.0,34772250,18576755,26614000,12126278,25418800,9335529,24395625,14527298,20388850,11282602,-0.8455007833195215,0.055469250652179954
2015-08-26,45.585999,45.599998,43.102001,44.967999,44.967999,24815000.0,23225750,2247538,27382000,11796985,25767850,9230094,24462825,14525905,20539700,11290505,0.4939953891057508,0.09439178773715559
2015-08-27,46.200001,48.950001,46.161999,48.598,48.598,38280000.0,31547500,9521192,31433700,11244349,27731850,9625928,25679300,14617663,21163070,11393940,0.7474887033796952,0.1759916431913291
2015-08-28,48.372002,50.290001,48.313999,49.695999,49.695999,27568500.0,32924250,7574174,32041600,10853095,28144100,9509558,26549075,14156715,21495820,11331795,0.39878400932792785,0.20172622832099235
2015-09-01,48.068001,49.200001,47.394001,47.726002,47.726002,27274000.0,27421250,208242,27914800,6264856,28689100,9260000,27357125,13682554,21842830,11235437,-0.6323355481727589,0.14756246623086058
2015-09-02,49.060001,49.576,47.956001,49.537998,49.537998,23146000.0,25210000,2918936,28216700,5913172,27415350,9033705,27876050,13291319,21754460,11206856,0.9530839216567433,0.19315025868486424
2015-09-03,50.411999,50.416,49.0,49.113998,49.113998,20974000.0,22060000,1535835,27448500,6667025,27415250,9033785,28336625,12856031,21895670,11150381,-0.8389858757062111,0.1686917008264992
2015-09-04,48.178001,48.818001,47.639999,48.386002,48.386002,18446000.0,19710000,1787565,23481700,3963678,27457700,8985607,27705350,13023557,22018290,11076339,0.2665564235035171,0.15717754488062155
2015-09-08,49.009998,49.832001,48.810001,49.633999,49.633999,15691000.0,17068500,1948079,21106200,4433426,26573900,9711031,24833950,7744928,21876000,11111661,0.612520547945214,0.1327082550453437
2015-09-09,50.41,50.849998,49.66,49.782001,49.782001,16954000.0,16322500,893075,19042200,3021572,23478500,6585513,24413300,7940452,21828000,11127949,-0.794955957909166,0.11238392973597224
2015-09-10,49.445999,50.144001,49.066002,49.695999,49.695999,13545000.0,15249500,2410527,17122000,2804540,22669350,7295776,24044075,8275586,21857670,11103328,0.16882668722327168,0.09213578692606057
2015-09-11,49.528,50.048,48.945999,50.048,50.048,11754000.0,12649500,1266428,15278000,2666347,21363250,8003729,23565550,8706596,21807830,11143712,1.0,0.09769678893849353
2015-09-15,50.549999,50.919998,49.900002,50.714001,50.714001,14667500.0,13210750,2060155,14522300,1994912,19002000,5572141,23366925,8868681,21717340,11183685,0.5960827297362017,0.10799708841915427
2015-09-16,50.608002,52.576,50.576,52.450001,52.450001,22085500.0,18376500,5245318,15801200,3986756,18453700,4859761,23298900,8873259,21811160,11166344,0.8740009999999998,0.1259272076376813
2015-09-17,52.792,53.099998,52.138,52.414001,52.414001,17929000.0,20007250,2939089,15996200,4079993,17519200,3746113,23104150,8949748,21861050,11142820,-0.42619215424564194,0.11539057915773371
2015-09-18,51.591999,52.764,51.5,52.124001,52.124001,18815500.0,18372250,626850,17050300,3967676,17086150,3239417,22250750,8467824,22027240,11031418,-0.012656645569622826,0.14066552254572146
2015-09-21,52.796001,54.313999,51.16,52.84,52.84,30601000.0,24708250,8333606,20819700,6072450,18048850,5298976,22732050,8662815,21922870,10922412,0.06531422489354222,0.11069239054510333
2015-09-22,51.806,52.529999,51.174,52.188,52.188,18322000.0,24461500,8682564,21550600,5320161,18036450,5298088,22747075,8654471,21877120,10932811,0.495576324171338,0.08892362196185438
2015-09-23,52.389999,52.416,51.515999,52.212002,52.212002,13004000.0,15663000,3760393,19734300,6509224,17767750,5494746,22170825,8909512,21526690,10930755,0.546671614809318,0.14043440109223068
2015-09-24,51.905998,52.689999,51.242001,52.624001,52.624001,17241000.0,15122500,2996011,19596700,6563969,17796450,5490771,20637475,6581819,21249400,10858419,0.9088424155281976,0.2275638325804636
2015-09-25,53.321999,53.382,51.23,51.382,51.382,18867000.0,18054000,1149755,19607000,6562477,18328650,5287049,20499000,6588824,21293330,10843950,-0.858736059479553,0.17075817548563818
2015-09-28,51.470001,51.958,49.321999,49.686001,49.686001,24505500.0,21686250,3987021,18387900,4121913,19603800,5057924,20483525,6578509,21522350,10787170,-0.7238225630415169,0.1709103984578907
2015-09-29,50.091999,50.945999,49.091999,49.330002,49.330002,18516000.0,21510750,4235216,18426700,4122050,19988650,4779337,19495325,5077736,21596640,10752675,-0.7432545846817701,0.11265533233427258
2015-09-30,50.400002,50.48,48.467999,49.68,49.68,24648000.0,21582000,4335978,20755500,3540747,20244900,4969179,19349300,4871140,21898840,10618346,0.20477176701204625,0.05951169124080717
2015-10-01,49.501999,49.700001,47.425999,47.976002,47.976002,22865000.0,23756500,1260771,21880300,2996663,20738500,4958716,19128850,4584984,22194540,10429859,-0.5162686752254368,0.0045686827317747225
2015-10-02,47.119999,49.540001,46.986,49.514,49.514,22120000.0,22492500,526794,22530900,2489027,21068950,4926328,19077550,4543221,22136530,10421883,0.9796390056229471,0.10078753667940217
2015-10-05,49.768002,49.967999,48.826,49.23,49.23,18449500.0,20284750,2595435,21319700,2747944,19853800,3646217,18951325,4522782,22007670,10426943,-0.2924687324594909,0.0333310368396181
2015-10-06,48.0,48.605999,47.116001,48.292,48.292,26126000.0,22287750,5428105,22841700,2909560,20634200,4090068,19335325,4795431,21919320,10371709,0.5785242664755316,0.11364571647556777
2015-10-08,46.015999,46.144001,44.262001,45.344002,45.344002,30666000.0,28396000,3210264,24045300,4598256,22400400,4239763,20084075,5335174,22222140,10402195,0.14984165781084213,0.10954720455911417
2015-10-09,44.186001,44.874001,43.672001,44.138,44.138,30792000.0,30729000,89095,25630700,5388256,23755500,4560908,20775975,5786124,22615260,10345945,-0.22462728785358202,0.06750519342677187
2015-10-12,44.598,44.599998,43.054001,43.116001,43.116001,19181500.0,24986750,8209863,25043000,5993192,23786950,4524391,21057800,5547746,22715240,10286776,-0.9197928585889913,0.05757724013245953
2015-10-14,44.133999,44.189999,43.085999,43.375999,43.375999,15522000.0,17351750,2587657,24457500,6876310,22888600,5206340,21246200,5272305,22556260,10336164,-0.47463768115942145,0.035208552520219774
2015-10-16,44.608002,46.096001,44.574001,45.402,45.402,21672500.0,18597250,4349060,23566800,6894566,23204250,5003518,21596450,5039819,22710700,10262381,0.08804073587384915,0.012379996586741111
2015-10-19,45.299999,46.23,44.987999,45.619999,45.619999,12539500.0,17106000,6458006,19941500,6993369,21993400,5984309,21119150,5428136,22758030,10208694,0.017712546125165023,-0.006731801737623039
2015-10-20,45.543999,45.720001,40.400002,42.605999,42.605999,74500000.0,43519750,43812689,28683100,25847860,27156900,17675701,23947700,13056865,24025770,12427685,-0.17067766366121676,-0.0704598644930081
2015-10-21,42.397999,42.962002,41.759998,42.018002,42.018002,20757500.0,47628750,38001686,28998300,25712281,27020650,17724026,24044800,13023869,24185570,12330961,-0.5707102472204739,-0.07847653630562479
2015-10-22,42.312,43.150002,41.880001,42.344002,42.344002,14126000.0,17441750,4689178,28719100,25902077,26588300,18006813,23221050,13108112,24232840,12286817,-0.2692903391414605,-0.08642339509776382
2015-10-23,43.0,43.07,41.537998,41.818001,41.818001,21177500.0,17651750,4986163,28620100,25936666,26093450,18088739,23363825,13067431,24034960,12254060,-0.6344613127136898,-0.11988601063233659
2015-10-26,42.276001,43.175999,42.0,43.051998,43.051998,16957000.0,19067250,2984344,29503600,25319863,24722550,18222682,23561475,12931677,22911720,10036371,0.7891137662532024,-0.11134176840544573
2015-10-27,42.967999,43.419998,41.501999,42.07,42.07,17597000.0,17277000,452548,18123000,2910446,23403050,18212082,23579275,12922761,22756320,10057710,-0.4077150196637205,-0.13951553995366714
2015-10-28,42.262001,42.689999,41.66,42.591999,42.591999,13643000.0,15620000,2795900,16700100,3036831,22849200,18437550,23318075,13074920,22610590,10137194,0.8097085531151028,-0.15007649259500128
2015-10-29,42.349998,42.75,42.127998,42.326,42.326,9025000.0,11334000,3265419,15679900,4581662,22199500,18834627,22544050,13453657,22364600,10316681,-0.36333966771810433,-0.12600012548544973
2015-10-30,42.080002,42.326,40.778,41.386002,41.386002,22194500.0,15609750,9312242,15883300,4898368,22251700,18833728,22727975,13420795,22435690,10302729,-0.2144677002584001,-0.09918317099249466
2015-11-02,41.784,43.16,41.444,42.757999,42.757999,19639500.0,20917000,1806657,16419800,5183944,22961700,18558734,22477550,13429808,22359560,10309173,0.5314673659673661,-0.04791505883600801
2015-11-03,42.77,42.888,41.549999,41.669998,41.669998,41662500.0,30651000,15572612,21232900,12524691,19677950,8727562,23417425,14099421,22756330,10663803,-0.8206294315176146,-0.12613244788445696
2015-11-04,45.400002,46.548,45.040001,46.326,46.326,63632000.0,52647250,15534782,31230700,21608844,23965400,16440140,25493025,16711872,23311300,11999334,0.7055700965318935,-0.00988126735349253
2015-11-05,46.116001,46.916,45.838001,46.354,46.354,22484000.0,43058000,29096029,33922500,18807919,24801200,16093128,25694750,16646598,23341480,11995235,-0.04267258132892231,-0.05238282103097469
2015-11-06,46.139999,46.672001,45.900002,46.472,46.472,12226500.0,17355250,7253147,31928900,20786110,23906100,16559249,24999775,16915616,23225580,12075414,0.4818620231373355,-0.031548451764323825
2015-11-09,46.598,46.598,44.862,45.066002,45.066002,19254500.0,15740500,4969546,31851900,20843650,24135850,16467808,24429200,16906888,23120090,12086829,-0.7649746543778849,-0.08944063213015392
2015-11-10,44.695999,44.740002,43.216,43.299999,43.299999,23085000.0,21169750,2708572,28136400,20306507,24684650,16316434,24043850,16841937,22623630,11545577,-0.8897652365285625,-0.13988989561077877
2015-11-11,43.554001,43.896,42.726002,43.816002,43.816002,16739000.0,19912000,4487299,18757800,4460643,24994250,16111731,23921725,16887844,22525680,11574860,0.8632510482923845,-0.10090238306709962
2015-11-12,43.57,43.799999,42.532001,42.588001,42.588001,14579500.0,15659250,1526997,17176900,4203176,25549700,15587230,23874600,16913812,22320970,11623953,-0.9116717849712737,-0.09301835713444608
2015-11-13,42.59,42.598,41.304001,41.438,41.438,17151500.0,15865500,1818678,18161900,3213636,25045400,15788128,23648550,16974892,21898400,11414100,-0.7928916482933868,-0.10531080938702171
2015-11-16,41.217999,42.995998,41.16,42.862,42.862,14627000.0,15889250,1785091,17236400,3475946,24544150,16056123,23752925,16909281,21639570,11429621,0.8540325207325955,-0.0851263469302573
2015-11-18,42.900002,44.276001,42.504002,44.214001,44.214001,14059500.0,14343250,401283,15431300,1407432,21783850,15132339,20730900,12071271,21375280,11449440,0.9300225338727646,-0.05858277791382033
2015-11-20,44.698002,45.0,42.716,44.001999,44.001999,22003500.0,18031500,5617256,16484200,3311502,17621000,3892681,20793200,12074631,21352430,11446974,0.1260936952714513,-0.030149460347202194
2015-11-23,43.470001,43.835999,42.936001,43.549999,43.549999,12631000.0,17317250,6627358,16094500,3685245,16635700,3770055,20718450,12122610,21185570,11513218,0.3644430320956264,0.0076684565609701424
2015-11-24,43.074001,44.200001,43.0,43.650002,43.650002,12401500.0,12516250,162281,15144500,3947551,16653200,3747654,20279650,12263136,21064680,11574143,0.0833357638868642,0.019034537533986342
2015-11-25,44.268002,46.166,44.076,45.928001,45.928001,19954000.0,16177750,5340423,16209900,4458720,16723150,3807650,20429500,12238685,21149940,11549426,0.7722497607655546,0.08687443520212376
2015-11-27,46.212002,46.450001,45.402,46.321999,46.321999,9747000.0,14850500,7217438,15347400,5313804,15389350,3664956,20037000,12458213,21005800,11647418,0.7557216071358668,0.07399338726279507
2015-12-01,46.212002,47.599998,46.209999,47.438,47.438,18670000.0,14208500,6309513,14680700,4400557,15582450,3792615,20288350,12372840,21108300,11602887,0.7669091848267553,0.12504930099209344
2015-12-02,47.400002,47.720001,46.245998,46.397999,46.397999,14907500.0,16788750,2660489,15136000,4250685,15615250,3784386,20582475,12159069,21171370,11559491,-0.7937575432343107,0.07028506116529307
2015-12-03,47.096001,47.490002,46.0,46.542,46.542,14698000.0,14802750,148138,15595300,3997901,15369900,3753125,20207650,12222143,21171980,11559142,-0.2724841980077843,0.06764740199489044
2015-12-04,46.492001,46.653999,45.532001,46.076,46.076,12868000.0,13783000,1294005,14178100,3253094,15194000,3832199,19869075,12332008,20987630,11617630,-0.030303084319222483,0.07963954814357517
2015-12-07,45.540001,47.125999,45.23,46.226002,46.226002,15721000.0,14294500,2017375,15372900,2117702,15360150,3813519,18572000,11234569,20943470,11633679,0.05063557522973644,0.05705521644301949
2015-12-08,45.504002,45.759998,44.84,45.344002,45.344002,13438000.0,14579500,1614324,14326500,1155082,14503600,3038825,16062300,3756242,20835920,11678523,0.09565890360631225,0.15341118637052964
2015-12-09,45.34,45.5,44.144001,44.903999,44.903999,15289000.0,14363500,1308854,14402800,1214145,14769400,2972351,15702550,3440082,20529680,11617834,0.12094182960311563,0.04753393803973222
2015-12-10,44.942001,45.698002,44.728001,45.414001,45.414001,10358500.0,12823750,3486389,13534900,2144735,14565100,3213609,15609150,3562602,20370410,11702991,0.4144315315138799,0.0655010817377028
2015-12-11,45.048,45.150002,43.327999,43.403999,43.403999,16343500.0,13351000,4232034,14230000,2420083,14204050,2703176,15463600,3463931,20437200,11669574,-0.9165753294588423,0.0011494909941452993
2015-12-14,43.501999,44.183998,42.973999,43.716,43.716,14135500.0,15239500,1561291,13912900,2275428,14642900,2210529,15016125,2970477,20375090,11695169,0.22644894747846872,0.05660911337210472
2015-12-16,44.419998,46.976002,44.146,46.902,46.902,25521500.0,19828500,8051117,16329600,5613425,15328050,3963865,15455250,3777976,20508180,11715503,0.9477018037443082,0.1934508964486416
2015-12-17,46.787998,47.551998,45.962002,46.678001,46.678001,16493000.0,21007250,6384113,16570400,5583370,15486600,3976862,15550925,3778860,20347930,11714509,-0.0993700613083254,0.14418376090727447
2015-12-18,46.577999,47.18,45.858002,46.091999,46.091999,15071000.0,15782000,1005505,17512900,4580258,15523900,3970388,15446900,3761074,20279030,11735616,-0.6459949258622144,0.1548712039032413
2015-12-21,46.338001,47.166,46.216,46.512001,46.512001,9766000.0,12418500,3751201,16197400,5785960,15213700,4307786,15203850,3968208,19981390,11811025,-0.37684000000000384,0.1895832343205921
2015-12-22,46.998001,47.310001,45.925999,45.990002,45.990002,9807500.0,9786750,29344,15331800,6456438,14622350,4624643,14991250,4142806,19720240,11890056,-0.9075102492626463,0.12434062421212552
2015-12-23,46.436001,46.689999,45.625999,45.939999,45.939999,7775000.0,8791250,1437194,11782500,3775910,14056050,5107320,14279825,4096687,19433340,12003497,-0.4097744360902255,0.07401478090027722
2015-12-24,46.112,46.375999,45.655998,46.113998,46.113998,3540000.0,5657500,2994597,9191900,4160046,12881150,6055536,13825275,4742678,19135150,12211819,0.27222045524937694,0.07247823914518813
2015-12-28,46.298,46.396,45.108002,45.790001,45.790001,9506500.0,6523250,4218952,8079000,2672376,12795950,6100797,13680525,4831762,18802760,12243792,0.05900630280481282,0.05913656724828602
2015-12-29,46.012001,47.543999,45.91,47.438,47.438,12031500.0,10769000,1785444,8532100,3174750,12364750,5973251,13284400,4610041,18430070,12158629,0.8702581825325513,0.09225110704698267
2015-12-30,47.32,48.726002,47.133999,47.618,47.618,18489500.0,15260500,4566495,10268500,5539943,12800150,6268074,13721525,4671049,18184020,12027129,-0.3919596885181752,0.012999552504830772
